Tanggal,Rating,Komentar,Word Count,batch,Content Quality,Subscription & Pricing,UI/UX,Functionality,Technical & Access
2023-06-25 09:01:19,5.0,Lancar jaya dan lengkap..,4,lt5,1.0,,,,
2023-06-22 20:32:43,5.0,Bru coba btg 5,4,lt5,,,,,
2023-06-18 16:00:37,5.0,nyaman dan enak dibaca,4,lt5,,,1.0,,
2023-05-18 22:15:37,4.0,Bagus dan menambah wawasan,4,lt5,1.0,,,,
2023-05-05 07:22:05,4.0,sangat membantu informasi masyarakat.,4,lt5,,,,,
2023-04-08 16:36:03,5.0,sangat informatif dan tuntas,4,lt5,1.0,,,,
2023-04-01 15:50:44,5.0,Informasi akurat dan berkualitas.,4,lt5,1.0,,,,
2023-03-30 23:19:06,5.0,Jurnalisme mendalam dan profesional,4,lt5,1.0,,,,
2023-03-22 18:40:58,5.0,Menyenangkan lho berlangganan Kompas,4,lt5,,1.0,,,
2023-03-15 21:41:21,5.0,"Berita terbaik,khusus saya peribadi",4,lt5,1.0,,,,
2023-03-13 18:11:44,5.0,Berita update dan terkini,4,lt5,1.0,,,,
2023-03-06 23:02:46,5.0,Koran digital yang revolusioner,4,lt5,1.0,,,,
2023-02-28 14:21:05,5.0,bagus ga banyak iklan...,4,lt5,,1.0,,,
2023-02-26 11:48:54,5.0,sangat Bagus dan keren,4,lt5,,,,,
2023-01-29 15:58:28,1.0,tak rama sama kantong..,4,lt5,,-1.0,,,
2023-01-23 07:20:27,5.0,informasi yg ter update,4,lt5,1.0,,,,
2022-12-23 07:25:38,5.0,I love kompas id....,4,lt5,,,,,
2022-12-18 05:14:47,5.0,sangat informatif dan menghibur,4,lt5,1.0,,,,
2022-12-05 00:53:26,4.0,Terimakasih sudah diperbaiki kinerjanya,4,lt5,,,,,1.0
2022-12-01 12:07:32,5.0,Beritanya up-to-date dan akurat,4,lt5,1.0,,,,
2022-11-22 23:13:49,5.0,"Alhamdulillah saya suka kompas,",4,lt5,,,,,
2022-11-18 07:07:42,5.0,Saya suka apps nya,4,lt5,,,,,
2022-11-17 11:43:11,5.0,Paling bagus sekali Waooo,4,lt5,,,,,
2022-11-16 15:52:34,1.0,Sering rasis..TDK Sesuai fakta,4,lt5,-1.0,,,,
2022-11-13 23:06:51,1.0,Sangat penting membaca berita,4,lt5,0.0,,,,
2022-11-05 10:13:14,5.0,platform digital yg mumpuni,4,lt5,,,,,
2022-10-28 21:01:47,5.0,kompas bagus sekali bagus,4,lt5,,,,,
2022-10-13 23:49:24,5.0,Semoga akurat dan bermanfaat,4,lt5,,,,,
2022-10-11 13:12:31,5.0,I like it forever,4,lt5,,,,,
2022-10-06 15:05:02,5.0,bagus dan komplit beritanys,4,lt5,1.0,,,,
2022-10-02 20:06:31,5.0,berita terbaru dan terpercaya,4,lt5,1.0,,,,
2022-09-26 09:34:59,5.0,ok bgt berita nya,4,lt5,1.0,,,,
2022-09-13 11:02:13,1.0,Media yg tidak independen,4,lt5,-1.0,,,,
2022-09-11 21:11:14,3.0,Kompas jangan jadi kompor,4,lt5,-1.0,,,,
2022-09-09 10:23:13,5.0,Bagus layanan ya bsik,4,lt5,,,,,
2022-08-14 11:26:58,5.0,Good job Kompas 👍👍,4,lt5,,,,,
2022-08-12 07:49:04,5.0,Credible...beritanya mendalam. Banyak analisisnya,4,lt5,1.0,,,,
2022-08-11 19:26:45,5.0,Gak bisa beri komentar,4,lt5,,,,0.0,
2022-05-29 15:05:05,5.0,Sopang santung terhadap teman,4,lt5,,,,,
2022-05-23 20:49:47,5.0,Ingin tau berita dunia,4,lt5,,,,,
2022-05-23 20:49:36,5.0,Berita no.1 di Indo,4,lt5,1.0,,,,
2022-04-15 12:30:38,5.0,"Mudah, cepat, dan aktual",4,lt5,,,,,1.0
2022-03-14 06:11:03,5.0,Terimakasih atas informasinya Bagus,4,lt5,,,,,
2022-03-12 22:24:50,5.0,Setiap hari baca koran,4,lt5,,,,,
2022-02-11 21:30:38,5.0,KOMPAS MAJU DAN HEBAT,4,lt5,,,,,
2021-10-06 12:24:57,5.0,Bagus untuk tingkatkan literasi,4,lt5,1.0,,,,
2021-10-05 06:57:41,5.0,Saya belum bisa perbaharui,4,lt5,,,,,
2021-09-12 11:46:29,5.0,Berita2nya akurat dan lengkap,4,lt5,1.0,,,,
2021-08-01 12:51:20,5.0,Sumber informasi yang dipercaya,4,lt5,1.0,,,,
2021-08-01 10:10:28,5.0,"Sangat update, terima kasih",4,lt5,1.0,,,,
2021-06-21 15:59:13,1.0,Jelek tidak bisa konek,4,lt5,,,,,-1.0
2021-06-07 21:26:31,3.0,Oke lah aiing wkwkwk,4,lt5,,,,,
2021-05-17 20:21:00,1.0,Sangat jelek tidak mendidik...,4,lt5,-1.0,,,,
2021-05-07 20:04:33,1.0,Banyak iklan daripada berita!,4,lt5,,,-1.0,,
2021-05-05 23:30:41,5.0,W NN dan pasar,4,lt5,,,,,
2021-04-08 11:41:30,5.0,Kompas memberi informasi baik,4,lt5,1.0,,,,
2021-03-15 10:26:56,5.0,Bisa cepat mengetahui berita,4,lt5,1.0,,,,
2021-01-30 19:06:15,5.0,Bagus ! ... ☺,4,lt5,,,,,
2021-01-21 03:54:04,5.0,Berita selali U apdet,4,lt5,1.0,,,,
2021-01-09 16:16:21,3.0,Berita teraktual sajikan.pada says,4,lt5,0.0,,,,
2021-01-01 21:12:38,5.0,SANGAT Baik & Bermanfaat?!?,4,lt5,,,,,
2020-11-11 19:31:58,5.0,Sangat puas dengan gojek,4,lt5,,,,,
2020-10-27 17:55:23,5.0,"Pasti,aktual dan terpercaya.Terima Kasih.",4,lt5,1.0,,,,
2020-10-19 19:16:35,5.0,Akurat dan berimbang 👍⭐⭐⭐⭐⭐,4,lt5,1.0,,,,
2020-08-14 09:00:44,2.0,Voucher nggak bisa dipakai,4,lt5,,-1.0,,,
2020-07-12 11:43:59,4.0,"Akurat, independen dan akuntable",4,lt5,1.0,,,,
2020-06-28 14:07:31,5.0,Salah satu referensi terpercaya,4,lt5,1.0,,,,
2020-06-23 07:06:11,5.0,Menambah Informasi yg bermutu,4,lt5,1.0,,,,
2020-06-22 15:35:41,4.0,Tertarik dengan update nya,4,lt5,,,,,
2020-06-07 20:24:31,1.0,Beritanya sdh tidak netral,4,lt5,-1.0,,,,
2020-06-05 20:45:49,1.0,Jadilah media yang kredibel,4,lt5,0.0,,,,
2020-06-05 05:27:10,1.0,Cukup ini aja dulu,4,lt5,,,,,
2020-05-22 19:45:07,5.0,Bagus sekali aku suka,4,lt5,,,,,
2020-05-04 22:19:23,4.0,Media informasi yg terbaik,4,lt5,1.0,,,,
2020-04-12 01:11:38,5.0,Dapat mengikuti berita-berita terkini,4,lt5,1.0,,,,
2020-03-16 01:27:57,5.0,PT Kompas Media Nusantara,4,lt5,,,,,
2020-01-05 08:53:21,5.0,Cukup memuaskan dengan beritanya,4,lt5,1.0,,,,
2019-11-08 10:29:11,1.0,G bisa gratis lg,4,lt5,,-1.0,,,
2019-08-03 12:43:39,5.0,"kompat akurat,padat dn terpercaya",4,lt5,1.0,,,,
2019-07-02 22:32:48,1.0,pemberitaan yg berimbang dong.,4,lt5,0.0,,,,
2019-05-25 18:43:29,4.0,berita up todate diperlukan.,4,lt5,0.0,,,,
2019-05-18 14:22:46,1.0,kompas berita kurang terupdate,4,lt5,-1.0,,,,
2019-03-30 13:30:27,5.0,Kompas beritanya dapat dipercaya.,4,lt5,1.0,,,,
2019-03-24 22:57:29,1.0,"uda ngak subjektif,terlalu berpihak",4,lt5,-1.0,,,,
2019-03-02 20:08:29,5.0,kabar terkini tentang pilpres,4,lt5,,,,,
2019-02-24 23:50:24,5.0,mabtabbbb tab tab puasdss,4,lt5,,,,,
2019-01-15 07:45:19,2.0,Tidak bisa memutar suara,4,lt5,,,,-1.0,
2019-01-13 09:49:56,1.0,banyak berita hoak palsu,4,lt5,-1.0,,,,
2018-10-19 02:19:24,1.0,Tai app bayar berak,4,lt5,,-1.0,,,
2018-10-09 21:06:37,3.0,Sy ingin berita gratis,4,lt5,,0.0,,,
2018-08-31 11:47:53,3.0,Ya sk aplikasi ini,4,lt5,,,,,
2018-08-28 04:23:31,5.0,Berita up to date,4,lt5,1.0,,,,
2018-08-22 18:46:16,4.0,Semoga beritanya selalu update,4,lt5,0.0,,,,
2018-08-09 09:44:28,5.0,Informasi sangatlah dibutuhkan 😊,4,lt5,,,,,
2018-08-06 02:18:34,5.0,Berita Netral dan akurat,4,lt5,1.0,,,,
2018-06-04 17:51:02,5.0,Jangan dibuat ribet ajaa,4,lt5,,,,,
2018-04-25 11:11:46,5.0,Sangat terbaik dan bagus,4,lt5,,,,,
2018-04-20 20:47:47,5.0,Lumayan buat waktu senggang,4,lt5,,,,,
2018-04-12 22:08:37,3.0,Mulanya bintang 3 dulu.,4,lt5,,,,,
2018-04-07 16:06:43,4.0,it's work..promonya agar diperpanjang.,4,lt5,,0.0,,,
2018-04-04 07:39:16,1.0,Dowoad berulang ulang e-paper,4,lt5,,,,-1.0,
2018-03-26 10:59:16,5.0,Harian Kompas luar biasa,4,lt5,1.0,,,,
2018-03-09 10:00:42,5.0,Mantab... kontennya makin premium,4,lt5,1.0,,,,
2018-03-08 20:53:04,5.0,Pelanggan setia harian Kompas,4,lt5,,,,,
2018-03-08 17:35:15,5.0,Beritanya terbaru dan terpercaya,4,lt5,1.0,,,,
2018-03-08 13:29:30,4.0,Saya pelanggan koran kompas..,4,lt5,,,,,
2018-03-08 10:10:17,5.0,Aplikasinya bagus dan infomatif,4,lt5,1.0,,,,
2018-03-08 08:51:49,5.0,Membuka akses tanpa batas,4,lt5,,,,,
2018-03-08 08:30:56,4.0,Kompas top banget dah,4,lt5,,,,,
2025-03-04 00:15,1.0,Auto hide tidak tampil,4,lt5,,,,,-1.0
2024-08-19 00:07,5.0,"Artikel-artikel berkualitas, harga murah.",4,lt5,1.0,,,,
2024-03-25 03:40,5.0,Awesome 👏 kompas 👏❤️,4,lt5,,,,,
2023-08-16 08:31,5.0,ka olin mirip pantun,4,lt5,,,,,
2023-05-20 14:28,5.0,Request fitur dark mode,4,lt5,,,,0.0,
2020-05-19 22:04,1.0,sering error. mohon diperbaiki,4,lt5,,,,,-1.0
2018-04-07 01:43,5.0,Dan nyaman dengan iPad,4,lt5,,,,,
2018-03-30 15:49,2.0,Belum bisa back menu,4,lt5,,,,,-1.0
2026-06-14 21:12:57,5.0,terimakasih sudah memberikan informasi ketika dmn yg lain hanya diam,10,5to20,1.0,,,,
2026-06-09 10:02:01,4.0,saat ini 6 juni 2026 pkl 10.00 wib sampai sekarang kenapa tidak bisa buka kompas ya ?,17,5to20,,,,,-1.0
2026-06-09 00:31:44,1.0,ga bisa baca berita kalo ga bayar,7,5to20,,0.0,,,
2026-05-21 06:30:16,1.0,aplikasi kikir jangan di download 😡,6,5to20,,-1.0,,,
2026-04-08 10:57:40,1.0,"Jelek bet, cuma buat buka berita harus bayar, gak jelas🤬🤬",10,5to20,,-1.0,,,
2026-04-02 14:47:29,5.0,"Lenganan sejak 2023. Worth it, lenagganan e-paper lebih murah dari pada lengganan cetak",13,5to20,,1.0,,,
2026-03-07 16:13:04,1.0,"udah langganan 1 tahun, tapi tiba2 gak bisa akses e-paper. Udah 2× ini kocak.",14,5to20,,,,-1.0,-1.0
2026-02-28 10:56:14,2.0,"dicoba dulu.. kalo ribet use nya, bye..hapuzz!",7,5to20,,,,,
2026-02-09 00:48:44,2.0,lagi bermasalah ya aplikasinya? kok ga bisa login dan ga tampil di tiap rubrik berita2nya,15,5to20,,,,,-1.0
2026-02-03 19:50:02,1.0,"ga bisa di baca, lama loading nya",7,5to20,,,,,-1.0
2026-01-31 08:44:46,3.0,jaringan bagus tapi sulit akses aplikasinya sehingga sulit membaca dalam aplikasi... tolong perbaiki.,13,5to20,,,,,-1.0
2026-01-02 10:08:15,5.0,"Mencerdaskan, Tepercaya dan Memperluas Wawasan. 👍",6,5to20,1.0,,,,
2025-12-25 20:05:44,1.0,gak sesuai dengan iklannya di produk google play store,9,5to20,,,,,
2025-10-19 12:40:55,1.0,"enggk bisa di kliping ya, sedikit kecewa setelah kita dowload teryata enggk bisa di simpen ketika sudah tidak berlangganan",19,5to20,,,,-1.0,
2025-10-14 20:27:40,5.0,Aku lihat sih beritanya lengkap 😊😇🙏,6,5to20,1.0,,,,
2025-10-09 08:44:52,5.0,Saran.. supaya bisa kompas.id dibaca secara layar landscape,8,5to20,,,0.0,,
2025-09-16 07:30:33,1.0,nyari berita bola terbaru yg muncul berita tahun 2023 ga update,11,5to20,-1.0,,,,
2025-08-25 15:34:04,5.0,mantap banget ya berita kompas lagi,6,5to20,,,,,
2025-08-23 11:05:38,1.0,ternyata berbayar untuk baca beritanya,5,5to20,,0.0,,,
2025-08-15 07:53:49,1.0,Aplikasi matre.. ujung2nya di suruh berlangganan,6,5to20,,-1.0,,,
2025-07-30 12:57:34,2.0,apa harus langganan untuk baca berita?,6,5to20,,0.0,,,
2025-06-23 20:44:10,3.0,absolute cinema kembangkan lebih bagus lagi,6,5to20,,,,,
2025-06-06 22:09:50,2.0,"kompast tolong adakan aplikasi ini versi pc pleaseee, pengen baca di layar yang agak lebar soalnya",16,5to20,,,,,
2025-05-24 21:07:00,5.0,Saya beri bintang 5 karena tersedianya fasilitas dengar/suara,8,5to20,,,,1.0,
2025-05-02 18:20:16,5.0,Bagus sekali. Andai ada paket murah untuk guru honorer.,9,5to20,,,,,
2025-04-08 08:59:31,5.0,lansia sangat membutuhkan berita terimakasih Kompas,6,5to20,,,,,
2025-03-25 10:43:29,5.0,semenjak berlangganan saya semakin mudan update berita berkualitas,8,5to20,1.0,,,,
2025-03-21 06:31:45,2.0,Sering kelogout sendiri dan masuknya susah.,6,5to20,,,,,-1.0
2025-03-16 03:45:53,5.0,best on the best nwes,5,5to20,1.0,,,,
2025-03-13 23:34:37,4.0,"Sangat enak dibaca nggak pake mikir, langsung dicerna",8,5to20,1.0,,,,
2025-02-25 09:24:44,5.0,Tetap S3mangat Kompas meningkatkan literasi indonesia,6,5to20,,,,,
2025-02-20 16:32:29,1.0,Cuma baca berita aja harus langganan per bulan. Gimana ini??? Auto uninstall,12,5to20,,-1.0,,,
2025-02-12 05:37:20,4.0,saya selalu tertarik dengan tulisan tulisan orang hebat yg dimuat oleh kompas.id. faktual dan aktual.,15,5to20,1.0,,,,
2025-02-11 15:29:31,5.0,sangat membantu saya mengetahui informasi terkini dan membuka pemikiran saya melalui opini-opini penulis,13,5to20,1.0,,,,
2025-01-31 20:40:31,5.0,"Aktual, faktual, terpercaya, dan tidak memancing opini publik.",8,5to20,1.0,,,,
2025-01-21 19:30:00,2.0,"Aplikasi yang baik, sesuai panggilan zaman",6,5to20,,,,,
2025-01-11 09:06:35,5.0,Tolong perbaiki mode tab nya. Tampilannya tidak bisa vertikal sempurna. Terimakasih,11,5to20,,,-1.0,-1.0,
2025-01-11 00:40:23,1.0,"KECEWA BERLANGGANAN, seharusnya kompas biasa dan kompas .id gak perlu dipisah2 aksesnya. Bisa aja akal2in cari duitnya",17,5to20,,-1.0,,,
2025-01-10 11:41:33,5.0,Mohon untuk ada optimalisasi tampilan vertikal tab. Terimakasih,8,5to20,,,-1.0,,
2025-01-06 07:09:08,4.0,"sejak thn1981 diMedan.. sy sdh baca harian kompas, .... karena bs melengkapi kliping koran sy u literatur",17,5to20,,,,,
2024-12-22 17:23:48,1.0,"berita tidak update,, saya cari artikel tentang teknologi, berita yg mucul 3 bulan lalu",14,5to20,-1.0,,,,
2024-12-22 11:40:37,5.0,"aplikasi berita yang sangat menarik, interface yg sangat ringan dan bener2 bermanfaat bgt",13,5to20,,,1.0,,
2024-12-12 19:56:20,1.0,"Kebanyakan iklan, beritanya ngak berlanjut hanya sepenggal",7,5to20,,-1.0,-1.0,,
2024-12-01 09:39:33,5.0,Bagus banget. Berita dari kompas memang top,7,5to20,1.0,,,,
2024-12-01 06:46:20,1.0,Aplikasi paling gagal yg pernah aku instalm,7,5to20,,,,,
2024-11-20 18:43:19,5.0,"Biar negara subur rakyat makmur ,semua koroptor di basmi apapun setatus jabatan nya.",13,5to20,,,,,
2024-10-24 08:40:59,1.0,Beritanya tidak update kalau kita nyari yg terbaru tentang timnas yg muncul berita timnas 2023,15,5to20,-1.0,,,,
2024-10-22 13:15:55,5.0,Saya baru berlangganan untuk setahun murah banget dengan harga 139.000 saja. Akhirnya saya bisa baca opini dengan leluasan,18,5to20,,1.0,,,
2024-10-10 16:57:05,4.0,enak dan teratur untuk dibaca,5,5to20,,,1.0,,
2024-09-30 18:07:02,2.0,Jangan download berita berbayar semua cari duit,7,5to20,,-1.0,,,
2024-09-21 19:17:35,5.0,I love this. kalau harganya tetap 100 ribu per tahun bakalan tetap langganan.,13,5to20,,1.0,,,
2024-09-12 21:02:37,5.0,Kompas tetap yang terbaik dan terpercaya,6,5to20,1.0,,,,
2024-09-10 13:07:53,5.0,bintang 5 karena dapat berlangganan gratis wkwkwk,7,5to20,,1.0,,,
2024-08-17 14:59:33,4.0,di hp samsung epaper tidak bisa dibaca secara horosontal,9,5to20,,,,-1.0,
2024-08-07 21:24:43,4.0,next smoga ada pilihan suara g transate.. bosen cuman itu²,10,5to20,,,,0.0,
2024-07-27 20:05:34,5.0,Ada fitur text to speech dan semua fitur yang disediakan sangat memudahkan dan memuaskan user.,15,5to20,,,,1.0,
2024-07-14 15:39:05,5.0,Bagus beritanya utk mengisi otak yg kosong.,7,5to20,1.0,,,,
2024-07-13 06:17:32,3.0,ada bagian tertentu yang tombol audionya gk keliatan kak,9,5to20,,,,-1.0,
2024-07-08 02:32:26,3.0,udah nyoba trial yang 3 hari kok tetep ga bisa akses fitur premium ya?,14,5to20,,,,,-1.0
2024-07-06 11:44:45,5.0,Terimakasih sudah banyak membantu pekerjaanku,5,5to20,,,,,
2024-07-05 10:54:06,5.0,"gacor, semoga bisa memberikan Pendidikan kepada penulis-penulis muda. terutama yang memiliki keterbatasan.",12,5to20,,,,,
2024-07-04 08:46:34,1.0,Aplikasinya jelek buruk dan lemot,5,5to20,,,,,-1.0
2024-06-18 08:03:43,5.0,"sangat mudah digunakan, berita mendalam",5,5to20,1.0,,1.0,,
2024-06-15 01:25:57,5.0,"Bernas, selalu peduli dengan masalah aktual dengan analisa yang mengedepankan nilai-nilai kemanusiaan.",12,5to20,1.0,,,,
2024-06-13 07:47:17,5.0,"Aplikasi sangat bagus, lengkap. CS sangat cepat dalam merespon. Terima kasih",11,5to20,1.0,,,,1.0
2024-06-06 06:38:20,4.0,Kompas sebuah nama media cetak & elektronik yang tidak asing lagi pemberitaannya tajam terpercaya dan berimbang.,16,5to20,1.0,,,,
2024-06-04 20:27:35,4.0,Akses berita aktual dan terpercaya dari Kompas,7,5to20,1.0,,,,
2024-06-01 08:29:44,5.0,"bagus sekali beritanya, aplikasi nya mudah digunakan,",7,5to20,1.0,,1.0,,
2024-05-28 19:05:51,5.0,"Lebih update dengan isu-isu aktual. Keren sih. Tampilannya juga enak, easy reading lah",13,5to20,1.0,,1.0,,
2024-05-28 18:54:32,5.0,Sangat bagus dan sangat bermanfaat.,5,5to20,,,,,
2024-05-23 14:26:48,5.0,informasi yg mantab terpercaya mendidik masa depan kita,8,5to20,1.0,,,,
2024-05-21 14:09:17,5.0,cerdas menyikapi peristiwa dengan sumber referensi terpercaya,7,5to20,1.0,,,,
2024-05-13 00:51:09,5.0,Kompas.id : Baca Berita Lengkap Aplikasi Terbaik 💯,8,5to20,,,,,
2024-05-08 05:10:22,5.0,"ok baru nyoba... isi berita nya bagus, berkualitas. aplikasi nya nyaman digunakan, user friendly.",14,5to20,1.0,,1.0,,
2024-05-02 18:23:22,5.0,"Mudah2 an Kompas bisa tetap berusaha berpikir kritis demi kebaikan, keadilan & kemakmuran bersama/masyarakat Indonesia.",15,5to20,0.0,,,,
2024-04-25 21:17:53,5.0,Membaca berita jadi lebih mudah,5,5to20,,,1.0,,
2024-04-21 13:28:56,5.0,"kompas independen dan terpercaya ,",5,5to20,1.0,,,,
2024-04-19 15:20:01,5.0,good time good read best newspaper,6,5to20,1.0,,,,
2024-04-13 19:46:32,5.0,Kompas.id menyajikan berita yg up to date dan terpercaya.,9,5to20,1.0,,,,
2024-04-13 05:31:57,4.0,"perlu perbaikan perihal menampilkan gambar pada artikel. jika di zoom, seringkali malah pindah ke gambar berikutnya.",16,5to20,,,-1.0,,
2024-04-10 17:17:22,5.0,sangat bermanfaat untuk mendapatkan informasi yg uptodate. patut untuk dicoba..,10,5to20,1.0,,,,
2024-04-10 05:31:27,5.0,Pas dapat diskon menjadi member,5,5to20,,1.0,,,
2024-04-09 18:11:51,5.0,sangat mencerahkan dengan berita independen,5,5to20,1.0,,,,
2024-04-09 13:54:17,1.0,"Kebanyakan bug, artikel suka balik sendiri ke awal menu. CS nya sama sekali tdk kooperatif. Sdh kayak paling bener aja.",20,5to20,,,,,-1.0
2024-04-08 18:53:05,4.0,"Tolong ePaper nya diperbaiki lagi, ada yang menutupi tulisan nya",10,5to20,,,-1.0,,
2024-04-07 16:38:08,5.0,Kok aku nggak bisa mendownload koran kompas ?,8,5to20,,,,-1.0,
2024-04-06 22:20:51,5.0,"Keren, bahkan ada audionya kalau kita pengen denger berita saat gak pegang smartphone.",13,5to20,,,,1.0,
2024-04-06 03:30:36,1.0,Uninstall... Aplikasi Sampah.. mau baca aja udh disuruh Bayar!! 😤,10,5to20,,-1.0,,,
2024-04-05 15:39:33,5.0,Selalu menikmati membaca berita di kompas.id karena berita yang disajikan update dan akurat,13,5to20,1.0,,,,
2024-04-04 02:36:08,5.0,Aplikasi ini juga sangat bagus sekali untuk digunakan sebagai pengganti koran,11,5to20,,,,,
2024-04-03 21:22:09,4.0,sy kasi bintang 4 tar kalo bgs tak tambai mks,10,5to20,,,,,
2024-04-02 05:33:15,1.0,segala pakai berbayar buat baca berita aja.di buat gratis aja baca berita nya. biar masyarakat Indonesia semua gemar membaca.,19,5to20,,-1.0,,,
2024-04-01 11:56:12,5.0,Ok sangat perlu di ketahui ok ws,7,5to20,,,,,
2024-03-31 10:31:13,1.0,Infonya gk akuat. Malu2 in aja,6,5to20,-1.0,,,,
2024-03-30 14:52:28,4.0,"baru gabung, sementara bintang 4 dl",6,5to20,,,,,
2024-03-30 02:44:20,5.0,Dengan cara Ini saya rasa lebihmenarik dan cepat,8,5to20,,,,,
2024-03-20 01:38:56,5.0,berita yang cepat dan bisa di percaya,7,5to20,1.0,,,,
2024-03-17 12:22:00,1.0,Belum bisa dikatakan netral dalam hal pemberitaan. masih keberpihakan sebelah. itu intinya.,12,5to20,-1.0,,,,
2024-03-13 16:22:51,5.0,"sangat membantu untuk mengupdate berita terkini, sayang nya harus berlangganan",10,5to20,1.0,0.0,,,
